Rank,Commander,Deck_Count
2769,"Sivriss, Nightmare Speaker // Street Urchin",46
2770,"Wilson, Refined Grizzly // Haunted One",46
2771,"Shadowheart, Dark Justiciar // Acolyte of Bahamut",45
2772,"Toggo, Goblin Weaponsmith",45
2773,The Balrog of Moria,45
2774,The Fourteenth Doctor // Susan Foreman,45
2775,"Ardenn, Intrepid Archaeologist // Sakashima of a Thousand Faces",45
2776,"Sarevok, Deathbringer // Street Urchin",45
2777,"Renari, Merchant of Marvels // Dragon Cultist",45
2778,"Burakos, Party Leader // Street Urchin",45
2779,The Fourteenth Doctor // Donna Noble,45
2780,Rasaad yn Bashir // Master Chef,45
2781,Commander Greven il-Vec,45
2782,"Anara, Wolvid Familiar // Esior, Wardwing Familiar",45
2783,Myojin of Life's Web,45
2784,"Burakos, Party Leader // Agent of the Iron Throne",45
2785,"Eligeth, Crossroads Augur",44
2786,Cabal Patriarch,44
2787,The Lady of the Mountain,44
2788,Virtus the Veiled,44
2789,"Halsin, Emerald Archdruid // Agent of the Iron Throne",44
2790,"Ich-Tekik, Salvage Splicer // Sakashima of a Thousand Faces",44
2791,"Gut, True Soul Zealot // Folk Hero",44
2792,Bartel Runeaxe,44
2793,The Second Doctor // Jamie McCrimmon,44
2794,Bortuk Bonerattle,44
2795,"Zellix, Sanity Flayer // Street Urchin",44
2796,"Silas Renn, Seeker Adept",44
2797,Achilles Davenport,43
2798,"Ikra Shidiqi, the Usurper // Toggo, Goblin Weaponsmith",43
2799,"Gilanra, Caller of Wirewood // Tevesh Szat, Doom of Fools",43
2800,"Ith, High Arcanist",43
2801,"Bruse Tarl, Boorish Herder // Tevesh Szat, Doom of Fools",43
2802,Boris Devilboon,43
2803,"Livio, Oathsworn Sentinel // Yoshimaru, Ever Faithful",43
2804,The Eighth Doctor // Jo Grant,43
2805,"Prava of the Steel Legion // Tormod, the Desecrator",43
2806,"Ishai, Ojutai Dragonspeaker // Ludevic, Necro-Alchemist",43
2807,"Linessa, Zephyr Mage",43
2808,"Reyhan, Last of the Abzan // Thrasios, Triton Hero",43
2809,The Fourth Doctor // Yasmin Khan,42
2810,The Twelfth Doctor // Bill Potts,42
2811,"Alena, Kessig Trapper // Jeska, Thrice Reborn",42
2812,"Kamahl, Heart of Krosa // Rograkh, Son of Rohgahh",42
2813,"Reyhan, Last of the Abzan // Toggo, Goblin Weaponsmith",42
2814,"Falthis, Shadowcat Familiar // Ishai, Ojutai Dragonspeaker",42
2815,"Sidar Kondo of Jamuraa // Thrasios, Triton Hero",42
2816,"Ellyn Harbreeze, Busybody // Feywild Visitor",42
2817,"Armix, Filigree Thrasher // Dargo, the Shipwrecker",41
2818,"Kydele, Chosen of Kruphix // Reyhan, Last of the Abzan",41
2819,"Esior, Wardwing Familiar // Jeska, Thrice Reborn",41
2820,"Akroma, Vision of Ixidor // Reyhan, Last of the Abzan",41
2821,"Gale, Waterdeep Prodigy",41
2822,"Akiri, Line-Slinger // Kodama of the East Tree",41
2823,"Nadier, Agent of the Duskenel // Prava of the Steel Legion",41
2824,"Nadier, Agent of the Duskenel // Reyhan, Last of the Abzan",41
2825,"Gale, Waterdeep Prodigy // Folk Hero",41
2826,"Reyhan, Last of the Abzan",41
2827,"Linvala, the Preserver",41
2828,"Esior, Wardwing Familiar // Tana, the Bloodsower",41
2829,The Sixth Doctor // Susan Foreman,41
2830,Sylvia Brightspear,41
2831,"Francisco, Fowl Marauder // Tymna the Weaver",41
2832,"Gut, True Soul Zealot // Veteran Soldier",41
2833,"Akroma, Vision of Ixidor // Ishai, Ojutai Dragonspeaker",41
2834,"Ghost of Ramirez DePietro // Tana, the Bloodsower",41
2835,"Shadowheart, Dark Justiciar // Scion of Halaster",41
2836,"Eligeth, Crossroads Augur // Krark, the Thumbless",41
2837,"Wyll, Blade of Frontiers // Flaming Fist",40
2838,"Tahngarth, Talruum Hero",40
2839,"Esior, Wardwing Familiar // Kodama of the East Tree",40
2840,Tobias Andrion,40
2841,"Butterbur, Bree Innkeeper",40
2842,"Jeska, Warrior Adept",40
2843,"Falthis, Shadowcat Familiar // Keleth, Sunmane Familiar",40
2844,"Ludevic, Necro-Alchemist // Silas Renn, Seeker Adept",40
2845,"Bruse Tarl, Boorish Herder // Kraum, Ludevic's Opus",40
2846,"Kediss, Emberclaw Familiar // Reyhan, Last of the Abzan",40
2847,"Imoen, Mystic Trickster // Noble Heritage",40
2848,"Esior, Wardwing Familiar // Rebbec, Architect of Ascension",39
2849,Rorix Bladewing,39
2850,"Jeska, Thrice Reborn // Sengir, the Dark Baron",39
2851,"Ardenn, Intrepid Archaeologist // Kodama of the East Tree",39
2852,Rashida Scalebane,39
2853,Pia and Kiran Nalaar,39
2854,The Sixth Doctor // Yasmin Khan,39
2855,"Esior, Wardwing Familiar // Reyhan, Last of the Abzan",39
2856,"Yukora, the Prisoner",39
2857,"Ikra Shidiqi, the Usurper // Malcolm, Keen-Eyed Navigator",39
2858,"Burakos, Party Leader // Agent of the Shadow Thieves",39
2859,"Jaheira, Friend of the Forest",39
2860,"Halana, Kessig Ranger // Vial Smasher the Fierce",38
2861,"Wilson, Refined Grizzly // Candlekeep Sage",38
2862,"Livaan, Cultist of Tiamat // Flaming Fist",38
2863,"Ishai, Ojutai Dragonspeaker // Yoshimaru, Ever Faithful",38
2864,"Kodama of the East Tree // Krark, the Thumbless",38
2865,"Kydele, Chosen of Kruphix // Livio, Oathsworn Sentinel",38
2866,"Kamahl, Heart of Krosa // Kraum, Ludevic's Opus",38
2867,"Pir, Imaginative Rascal",38
2868,"Krark, the Thumbless // Malcolm, Keen-Eyed Navigator",38
2869,Legolas Greenleaf,38
2870,"Syr Alin, the Lion's Claw",38
2871,"Akroma, Vision of Ixidor // Thrasios, Triton Hero",38
2872,"Jaheira, Friend of the Forest // Passionate Archaeologist",38
2873,"Jaheira, Friend of the Forest // Haunted One",38
2874,"Lulu, Loyal Hollyphant",38
2875,"Gut, True Soul Zealot // Guild Artisan",38
2876,"Orim, Samite Healer",37
2877,"Baeloth Barrityl, Entertainer",37
2878,The War Doctor // Donna Noble,37
2879,Sivitri Scarzam,37
2880,"Armix, Filigree Thrasher // Glacian, Powerstone Engineer",37
2881,"Glacian, Powerstone Engineer // Silas Renn, Seeker Adept",37
2882,"Nagao, Bound by Honor",37
2883,The Sixth Doctor,37
2884,"Kamahl, Heart of Krosa // Ludevic, Necro-Alchemist",37
2885,"Kodama of the East Tree // Rograkh, Son of Rohgahh",37
2886,"Alena, Kessig Trapper // Reyhan, Last of the Abzan",37
2887,Riven Turnbull,37
2888,Myojin of Grim Betrayal,37
2889,"Akiri, Line-Slinger // Keskit, the Flesh Sculptor",37
2890,"Livio, Oathsworn Sentinel // Ludevic, Necro-Alchemist",36
2891,"Karlach, Fury of Avernus // Clan Crafter",36
2892,"Lulu, Loyal Hollyphant // Agent of the Iron Throne",36
2893,The Fourth Doctor // Peri Brown,36
2894,"Alora, Merry Thief // Master Chef",36
2895,"Livaan, Cultist of Tiamat // Raised by Giants",36
2896,"Anara, Wolvid Familiar // Kamahl, Heart of Krosa",36
2897,"Eligeth, Crossroads Augur // Vial Smasher the Fierce",36
2898,"Toggo, Goblin Weaponsmith // Tymna the Weaver",36
2899,The Third Doctor // Clara Oswald,36
2900,"Akiri, Line-Slinger // Rograkh, Son of Rohgahh",36
2901,The Ninth Doctor,36
2902,"Kodama of the East Tree // Slurrk, All-Ingesting",36
2903,"Livio, Oathsworn Sentinel // Nadier, Agent of the Duskenel",36
2904,"Sivriss, Nightmare Speaker // Scion of Halaster",36
2905,"Sengir, the Dark Baron // Tormod, the Desecrator",36
2906,"Miara, Thorn of the Glade // Sidar Kondo of Jamuraa",36
2907,The Third Doctor // Romana II,36
2908,"Sosuke, Son of Seshiro",36
2909,"Wyll, Blade of Frontiers // Acolyte of Bahamut",35
2910,"Lae'zel, Vlaakith's Champion // Scion of Halaster",35
2911,"Tana, the Bloodsower // Thrasios, Triton Hero",35
2912,"Akuta, Born of Ash",35
2913,"Breeches, Brazen Plunderer // Dargo, the Shipwrecker",35
2914,Hazduhr the Abbot,35
2915,The Tenth Doctor // Jamie McCrimmon,35
2916,"Eligeth, Crossroads Augur // Gilanra, Caller of Wirewood",35
2917,"Ezio, Brash Novice",35
2918,"Sivriss, Nightmare Speaker // Master Chef",35
2919,"Ganax, Astral Hunter // Clan Crafter",35
2920,"Kediss, Emberclaw Familiar // Vial Smasher the Fierce",35
2921,"Jaheira, Friend of the Forest // Far Traveler",35
2922,"Jaheira, Friend of the Forest // Veteran Soldier",35
2923,"Burakos, Party Leader // Dungeon Delver",35
2924,"Kamahl, Heart of Krosa",35
2925,Sidar Kondo of Jamuraa,35
2926,"Gilanra, Caller of Wirewood // Kydele, Chosen of Kruphix",34
2927,"Spinnerette, Arachnobat",34
2928,"Wyll, Blade of Frontiers // Noble Heritage",34
2929,"Sarevok, Deathbringer // Agent of the Shadow Thieves",34
2930,"Lae'zel, Vlaakith's Champion // Dragon Cultist",34
2931,"Ishai, Ojutai Dragonspeaker // Sengir, the Dark Baron",34
2932,"Ishai, Ojutai Dragonspeaker // Toggo, Goblin Weaponsmith",34
2933,Durnan of the Yawning Portal // Master Chef,34
2934,"Akroma, Vision of Ixidor // Anara, Wolvid Familiar",34
2935,"Wilson, Refined Grizzly // Passionate Archaeologist",34
2936,"Breeches, Brazen Plunderer // Kediss, Emberclaw Familiar",34
2937,"Denethor, Stone Seer",34
2938,Elder Owyn Lyons,34
2939,"Grishnákh, Brash Instigator",34
2940,"Faramir, Field Commander",34
2941,Sunastian Falconer,34
2942,The Fifth Doctor // Peri Brown,34
2943,"Dargo, the Shipwrecker // Vial Smasher the Fierce",34
2944,"Imoen, Mystic Trickster // Folk Hero",34
2945,"Ardenn, Intrepid Archaeologist // Falthis, Shadowcat Familiar",34
2946,"Kamahl, Heart of Krosa // Toggo, Goblin Weaponsmith",33
2947,"Burakos, Party Leader // Tavern Brawler",33
2948,"Gale, Waterdeep Prodigy // Noble Heritage",33
2949,"Alora, Merry Thief // Haunted One",33
2950,The Fourth Doctor // Ian Chesterton,33
2951,Jo Grant,33
2952,"Francisco, Fowl Marauder // Jeska, Thrice Reborn",33
2953,Irini Sengir,33
2954,"Ghost of Ramirez DePietro // Ikra Shidiqi, the Usurper",33
2955,"Ishai, Ojutai Dragonspeaker // Kydele, Chosen of Kruphix",33
2956,"Gilanra, Caller of Wirewood // Miara, Thorn of the Glade",33
2957,"Burakos, Party Leader",33
2958,"Cao Ren, Wei Commander",33
2959,"Ikra Shidiqi, the Usurper",33
2960,"Armix, Filigree Thrasher // Tevesh Szat, Doom of Fools",32
2961,"Kodama of the East Tree // Kydele, Chosen of Kruphix",32
2962,Skanos Dragonheart // Scion of Halaster,32
2963,"Ryusei, the Falling Star",32
2964,"Volo, Itinerant Scholar // Raised by Giants",32
2965,"Francisco, Fowl Marauder // Ludevic, Necro-Alchemist",32
2966,Kodama of the North Tree,32
2967,"Volo, Itinerant Scholar // Candlekeep Sage",32
2968,"Shadowheart, Dark Justiciar // Candlekeep Sage",32
2969,"Volo, Itinerant Scholar // Agent of the Iron Throne",32
2970,"Bruse Tarl, Boorish Herder // Gilanra, Caller of Wirewood",32
2971,"Shadowheart, Dark Justiciar // Shameless Charlatan",32
2972,The Fourth Doctor // Dan Lewis,32
2973,Celeborn the Wise,32
2974,"Halana, Kessig Ranger // Toggo, Goblin Weaponsmith",32
2975,"Malcolm, Keen-Eyed Navigator // Sidar Kondo of Jamuraa",32
2976,"Zellix, Sanity Flayer // Criminal Past",31
2977,"Burakos, Party Leader // Far Traveler",31
2978,Ignacio of Myra's Marvels // Nocturno of Myra's Marvels,31
2979,"Dargo, the Shipwrecker // Ishai, Ojutai Dragonspeaker",31
2980,"Shadowheart, Dark Justiciar // Street Urchin",31
2981,"Livaan, Cultist of Tiamat // Passionate Archaeologist",31
2982,"The Twelfth Doctor // Leela, Sevateem Warrior",31
2983,"Keskit, the Flesh Sculptor // Thrasios, Triton Hero",31
2984,"Ardenn, Intrepid Archaeologist",31
2985,Eron the Relentless,31
2986,"Akiri, Line-Slinger // Kraum, Ludevic's Opus",31
2987,"Gut, True Soul Zealot // Scion of Halaster",31
2988,The Eighth Doctor // Ian Chesterton,31
2989,"Alena, Kessig Trapper // Dargo, the Shipwrecker",31
2990,"Kodama of the East Tree // Miara, Thorn of the Glade",31
2991,Skanos Dragonheart // Sword Coast Sailor,31
2992,"Ardenn, Intrepid Archaeologist // Keleth, Sunmane Familiar",31
2993,"Sivriss, Nightmare Speaker // Folk Hero",31
2994,"Oriss, Samite Guardian",31
2995,"Iname, Life Aspect",31
2996,"Arashi, the Sky Asunder",31
2997,"Witch-king, Bringer of Ruin",31
2998,"Bruse Tarl, Boorish Herder // Vial Smasher the Fierce",31
2999,"Rograkh, Son of Rohgahh // Tormod, the Desecrator",31
3000,Dan Lewis,31
3001,"Akroma, Vision of Ixidor // Jeska, Thrice Reborn",31
3002,Rohgahh of Kher Keep,31
3003,"Sivriss, Nightmare Speaker // Noble Heritage",31
3004,"The Thirteenth Doctor // Nardole, Resourceful Cyborg",31
3005,Lady Sun,31
3006,"Armix, Filigree Thrasher // Rograkh, Son of Rohgahh",30
3007,"Akroma, Vision of Ixidor // Kydele, Chosen of Kruphix",30
3008,"Anara, Wolvid Familiar // Prava of the Steel Legion",30
3009,"Ikra Shidiqi, the Usurper // Kodama of the East Tree",30
3010,"Sengir, the Dark Baron",30
3011,"Wyll, Blade of Frontiers // Agent of the Iron Throne",30
3012,"Kydele, Chosen of Kruphix // Sakashima of a Thousand Faces",30
3013,"Kydele, Chosen of Kruphix",30
3014,"Ardenn, Intrepid Archaeologist // Kydele, Chosen of Kruphix",30
3015,Monstrosity of the Lake,30
3016,Myojin of Infinite Rage,30
3017,The War Doctor // Tegan Jovanka,30
3018,The Fifth Doctor // Donna Noble,30
3019,Lieutenant Kirtar,29
3020,Sir Shandlar of Eberyn,29
3021,"Renari, Merchant of Marvels // Street Urchin",29
3022,"Akiri, Line-Slinger",29
3023,"Kediss, Emberclaw Familiar // Kraum, Ludevic's Opus",29
3024,The Tenth Doctor // Sarah Jane Smith,29
3025,"Sakashima of a Thousand Faces // Silas Renn, Seeker Adept",29
3026,The Twelfth Doctor // Jo Grant,29
3027,"Halana, Kessig Ranger // Silas Renn, Seeker Adept",29
3028,"Lulu, Loyal Hollyphant // Raised by Giants",29
3029,"Jeska, Thrice Reborn // Krark, the Thumbless",29
3030,The First Doctor // Yasmin Khan,29
3031,"Lae'zel, Vlaakith's Champion // Guild Artisan",29
3032,"Malcolm, Keen-Eyed Navigator // Nadier, Agent of the Duskenel",29
3033,"Francisco, Fowl Marauder // Toggo, Goblin Weaponsmith",29
3034,"Esior, Wardwing Familiar // Sengir, the Dark Baron",29
3035,The Third Doctor // Martha Jones,29
3036,"Burakos, Party Leader // Noble Heritage",29
3037,"Livio, Oathsworn Sentinel // Sakashima of a Thousand Faces",29
3038,"Ganax, Astral Hunter // Tavern Brawler",29
3039,"Malcolm, Keen-Eyed Navigator // Toggo, Goblin Weaponsmith",29
3040,"Anara, Wolvid Familiar // Tymna the Weaver",28
3041,Rasaad yn Bashir,28
3042,"Abdel Adrian, Gorion's Ward // Haunted One",28
3043,"Ich-Tekik, Salvage Splicer",28
3044,Prava of the Steel Legion // Sakashima of a Thousand Faces,28
3045,"Francisco, Fowl Marauder // Tevesh Szat, Doom of Fools",28
3046,"Karlach, Fury of Avernus // Far Traveler",28
3047,"Silvar, Devourer of the Free",28
3048,"Miara, Thorn of the Glade // Tevesh Szat, Doom of Fools",28
3049,Skanos Dragonheart // Tavern Brawler,28
3050,"Volo, Itinerant Scholar // Shameless Charlatan",28
3051,"Volo, Itinerant Scholar",28
3052,"Roxi, Publicist to the Stars",28
3053,"Esior, Wardwing Familiar // Ikra Shidiqi, the Usurper",28
3054,"Kediss, Emberclaw Familiar // Silas Renn, Seeker Adept",28
3055,"Kraum, Ludevic's Opus // Silas Renn, Seeker Adept",28
3056,Arno Dorian,28
3057,"Hixus, Prison Warden",28
3058,"Alena, Kessig Trapper // Kamahl, Heart of Krosa",28
3059,Livonya Silone,28
3060,"Livio, Oathsworn Sentinel // Vial Smasher the Fierce",28
3061,"Nazar, the Velvet Fang",28
3062,"Bruse Tarl, Boorish Herder // Tormod, the Desecrator",28
3063,"Kraum, Ludevic's Opus // Rograkh, Son of Rohgahh",28
3064,"Lae'zel, Vlaakith's Champion // Sword Coast Sailor",28
3065,"Sigrid, God-Favored",28
3066,"Gale, Waterdeep Prodigy // Street Urchin",28
3067,"Sakashima of a Thousand Faces // Sengir, the Dark Baron",28
3068,Veldrane of Sengir,27
3069,The Tenth Doctor // Donna Noble,27
3070,"Akroma, Vision of Ixidor // Bruse Tarl, Boorish Herder",27
3071,Major Teroh,27
3072,"Esior, Wardwing Familiar // Tormod, the Desecrator",27
3073,"Sivriss, Nightmare Speaker // Far Traveler",27
3074,The Fifteenth Doctor // Clara Oswald,27
3075,"Akiri, Line-Slinger // Nadier, Agent of the Duskenel",27
3076,Myojin of Cleansing Fire,27
3077,"Breeches, Brazen Plunderer // Ghost of Ramirez DePietro",27
3078,"Sutina, Speaker of the Tajuru",27
3079,"Lulu, Loyal Hollyphant // Street Urchin",27
3080,"Viconia, Drow Apostate // Master Chef",27
3081,"Nadier, Agent of the Duskenel // Slurrk, All-Ingesting",27
3082,"Eligeth, Crossroads Augur // Ishai, Ojutai Dragonspeaker",27
3083,Rasaad yn Bashir // Candlekeep Sage,27
3084,"Francisco, Fowl Marauder // Tana, the Bloodsower",27
3085,Daughter of Autumn,27
3086,The War Doctor // Martha Jones,27
3087,"Volo, Itinerant Scholar // Feywild Visitor",27
3088,Sidar Jabari,27
3089,The First Doctor // Clara Oswald,27
3090,"Zuo Ci, the Mocking Sage",27
3091,"Miara, Thorn of the Glade // Yoshimaru, Ever Faithful",27
3092,"Falthis, Shadowcat Familiar // Tormod, the Desecrator",27
3093,The First Doctor // Amy Pond,27
3094,"Nadier, Agent of the Duskenel // Toggo, Goblin Weaponsmith",27
3095,"Ravos, Soultender // Yoshimaru, Ever Faithful",27
3096,Rasaad yn Bashir // Agent of the Shadow Thieves,26
3097,"Dargo, the Shipwrecker // Nadier, Agent of the Duskenel",26
3098,"Burakos, Party Leader // Passionate Archaeologist",26
3099,"Yannik, Scavenging Sentinel",26
3100,"Abdel Adrian, Gorion's Ward // Tavern Brawler",26
3101,"Kamahl, Heart of Krosa // Yoshimaru, Ever Faithful",26
3102,"Safana, Calimport Cutthroat // Noble Heritage",26
3103,"Lae'zel, Vlaakith's Champion // Haunted One",26
3104,The Thirteenth Doctor // Vislor Turlough,26
3105,Ghost of Ramirez DePietro // Sidar Kondo of Jamuraa,26
3106,"Ich-Tekik, Salvage Splicer // Prava of the Steel Legion",26
3107,"Ardenn, Intrepid Archaeologist // Francisco, Fowl Marauder",26
3108,The Sixth Doctor // Donna Noble,26
3109,"Krav, the Unredeemed",26
3110,"Gilanra, Caller of Wirewood // Ludevic, Necro-Alchemist",26
3111,"Daretti, Rocketeer Engineer",26
3112,"Krark, the Thumbless // Ludevic, Necro-Alchemist",26
3113,"Ellyn Harbreeze, Busybody // Agent of the Iron Throne",26
3114,"Ravos, Soultender // Sengir, the Dark Baron",26
3115,"Slurrk, All-Ingesting // Vial Smasher the Fierce",26
3116,"Sengir, the Dark Baron // Sidar Kondo of Jamuraa",26
3117,"Alora, Merry Thief // Scion of Halaster",26
3118,"Livaan, Cultist of Tiamat // Noble Heritage",26
3119,"Breeches, Brazen Plunderer // Sakashima of a Thousand Faces",26
3120,"Akiri, Line-Slinger // Rebbec, Architect of Ascension",26
3121,"Wyll, Blade of Frontiers // Folk Hero",26
3122,"Renari, Merchant of Marvels // Feywild Visitor",26
3123,The War Doctor // Yasmin Khan,25
3124,"Imoen, Mystic Trickster // Haunted One",25
3125,The Fugitive Doctor // Nyssa of Traken,25
3126,Prava of the Steel Legion // Sidar Kondo of Jamuraa,25
3127,Commander Sofia Daguerre,25
3128,"Wilson, Refined Grizzly // Hardy Outlander",25
3129,"Bjorna, Nightfall Alchemist",25
3130,The Fourteenth Doctor // Dan Lewis,25
3131,"Krark, the Thumbless // Kraum, Ludevic's Opus",25
3132,Rasaad yn Bashir // Guild Artisan,25
3133,"Bruse Tarl, Boorish Herder // Rograkh, Son of Rohgahh",25
3134,"Alora, Merry Thief // Guild Artisan",25
3135,"Ma Chao, Western Warrior",25
3136,"Abdel Adrian, Gorion's Ward // Guild Artisan",25
3137,"Halsin, Emerald Archdruid // Clan Crafter",25
3138,Pia Nalaar,25
3139,"Gilanra, Caller of Wirewood // Sengir, the Dark Baron",25
3140,The Fourteenth Doctor // Jo Grant,25
3141,The Eighth Doctor // Susan Foreman,25
3142,Ghost of Ramirez DePietro // Vial Smasher the Fierce,25
3143,Princess Lucrezia,25
3144,Kei Takahashi,25
3145,"Ikra Shidiqi, the Usurper // Kamahl, Heart of Krosa",25
3146,"Akiri, Line-Slinger // Anara, Wolvid Familiar",25
3147,"Alena, Kessig Trapper // Tymna the Weaver",25
3148,Marhault Elsdragon,25
3149,"Ludevic, Necro-Alchemist // Rebbec, Architect of Ascension",25
3150,"Gilanra, Caller of Wirewood // Nadier, Agent of the Duskenel",25
3151,"Sarevok, Deathbringer",25
3152,"Volo, Itinerant Scholar // Street Urchin",25
3153,"Gilanra, Caller of Wirewood // Jeska, Thrice Reborn",24
3154,"Keskit, the Flesh Sculptor // Rograkh, Son of Rohgahh",24
3155,The Fourth Doctor // Graham O'Brien,24
3156,"Kamahl, Heart of Krosa // Kediss, Emberclaw Familiar",24
3157,"K-9, Mark I",24
3158,"Livaan, Cultist of Tiamat // Scion of Halaster",24
3159,"Paladin Danse, Steel Maverick",24
3160,"Ardenn, Intrepid Archaeologist // Malcolm, Keen-Eyed Navigator",24
3161,Faceless One,24
3162,"Desdemona, Freedom's Edge",24
3163,"Akiri, Line-Slinger // Ludevic, Necro-Alchemist",24
3164,Meriadoc Brandybuck,24
3165,"Halana, Kessig Ranger // Slurrk, All-Ingesting",24
3166,"Ellyn Harbreeze, Busybody // Cloakwood Hermit",24
3167,"Jaheira, Friend of the Forest // Scion of Halaster",24
3168,"Hikari, Twilight Guardian",24
3169,"The Balrog, Flame of Udûn",24
3170,"Bruse Tarl, Boorish Herder // Halana, Kessig Ranger",24
3171,"Ich-Tekik, Salvage Splicer // Tymna the Weaver",24
3172,"Bruse Tarl, Boorish Herder",24
3173,"Zhuge Jin, Wu Strategist",24
3174,Amber Gristle O'Maul // Sword Coast Sailor,23
3175,"Tana, the Bloodsower",23
3176,"Halana, Kessig Ranger // Tormod, the Desecrator",23
3177,Ur-Drago,23
3178,The Fifteenth Doctor // Jo Grant,23
3179,"Brinelin, the Moon Kraken // Sakashima of a Thousand Faces",23
3180,The Thirteenth Doctor // Rose Tyler,23
3181,"Zellix, Sanity Flayer // Candlekeep Sage",23
3182,"Alora, Merry Thief // Shameless Charlatan",23
3183,"Imoen, Mystic Trickster // Agent of the Shadow Thieves",23
3184,"Esior, Wardwing Familiar // Thrasios, Triton Hero",23
3185,"The Twelfth Doctor // Adric, Mathematical Genius",23
3186,"Keskit, the Flesh Sculptor // Sidar Kondo of Jamuraa",23
3187,"Esior, Wardwing Familiar // Sidar Kondo of Jamuraa",23
3188,The Second Doctor // Dan Lewis,23
3189,The Third Doctor // Yasmin Khan,23
3190,Go-Shintai of Shared Purpose,23
3191,Go-Shintai of Boundless Vigor,23
3192,"Liu Bei, Lord of Shu",23
3193,Tor Wauki,23
3194,"Ikra Shidiqi, the Usurper // Keleth, Sunmane Familiar",23
3195,The Fugitive Doctor // Sarah Jane Smith,23
3196,"Gale, Waterdeep Prodigy // Cloakwood Hermit",23
3197,"Sivriss, Nightmare Speaker // Clan Crafter",23
3198,"Wyll, Blade of Frontiers",23
3199,"Viconia, Drow Apostate // Folk Hero",23
3200,"The Fugitive Doctor // K-9, Mark I",23
3201,"Gale, Waterdeep Prodigy // Popular Entertainer",23
3202,"Akroma, Vision of Ixidor // Kediss, Emberclaw Familiar",23
3203,"Anara, Wolvid Familiar // Halana, Kessig Ranger",23
3204,Skanos Dragonheart // Haunted One,23
3205,The Seventh Doctor // Nyssa of Traken,23
3206,Hunding Gjornersen,23
3207,"Baeloth Barrityl, Entertainer // Guild Artisan",23
3208,The Ninth Doctor // Vislor Turlough,23
3209,"Bruse Tarl, Boorish Herder // Esior, Wardwing Familiar",23
3210,"Jaheira, Friend of the Forest // Tavern Brawler",23
3211,"Alora, Merry Thief // Dragon Cultist",22
3212,"Gilanra, Caller of Wirewood // Krark, the Thumbless",22
3213,Donna Noble,22
3214,"Lae'zel, Vlaakith's Champion // Passionate Archaeologist",22
3215,"Abdel Adrian, Gorion's Ward // Scion of Halaster",22
3216,"Kydele, Chosen of Kruphix // Silas Renn, Seeker Adept",22
3217,"Ravos, Soultender // Siani, Eye of the Storm",22
3218,Verix Bladewing,22
3219,"Akroma, Vision of Ixidor // Siani, Eye of the Storm",22
3220,"Alhammarret, High Arbiter",22
3221,"Krark, the Thumbless // Tormod, the Desecrator",22
3222,The Tenth Doctor // Vislor Turlough,22
3223,"Bruse Tarl, Boorish Herder // Francisco, Fowl Marauder",22
3224,"Shadowheart, Dark Justiciar // Feywild Visitor",22
3225,"Anara, Wolvid Familiar // Tana, the Bloodsower",22
3226,"Keskit, the Flesh Sculptor // Sengir, the Dark Baron",22
3227,The Fourth Doctor // Clara Oswald,22
3228,"Nadier, Agent of the Duskenel // Tormod, the Desecrator",22
3229,"Sarevok, Deathbringer // Guild Artisan",22
3230,"Jaheira, Friend of the Forest // Candlekeep Sage",22
3231,"Alena, Kessig Trapper // Ikra Shidiqi, the Usurper",22
3232,The Prismatic Piper,22
3233,"Anara, Wolvid Familiar // Ravos, Soultender",22
3234,The First Doctor // Graham O'Brien,22
3235,"Erinis, Gloom Stalker // Shameless Charlatan",22
3236,"Anara, Wolvid Familiar",22
3237,"Akroma, Vision of Ixidor // Prava of the Steel Legion",22
3238,"Numa, Joraga Chieftain // Slurrk, All-Ingesting",22
3239,"Rebbec, Architect of Ascension // Reyhan, Last of the Abzan",21
3240,Telim'Tor,21
3241,"Falthis, Shadowcat Familiar // Sakashima of a Thousand Faces",21
3242,"Ravos, Soultender // Toggo, Goblin Weaponsmith",21
3243,Rasaad yn Bashir // Folk Hero,21
3244,"The Sixth Doctor // Adric, Mathematical Genius",21
3245,Rasaad yn Bashir // Far Traveler,21
3246,Durnan of the Yawning Portal // Far Traveler,21
3247,"Tana, the Bloodsower // Vial Smasher the Fierce",21
3248,Rowan Kenrith,21
3249,"Akroma, Vision of Ixidor // Sengir, the Dark Baron",21
3250,"Ganax, Astral Hunter // Master Chef",21
3251,"Erinis, Gloom Stalker // Clan Crafter",21
3252,Ghost of Ramirez DePietro // Tymna the Weaver,21
3253,"Akroma, Vision of Ixidor // Esior, Wardwing Familiar",21
3254,"Ardenn, Intrepid Archaeologist // Tevesh Szat, Doom of Fools",21
3255,"The Fifth Doctor // Nardole, Resourceful Cyborg",21
3256,Lady Caleria,21
3257,"Sarevok, Deathbringer // Master Chef",21
3258,"Elmar, Ulvenwald Informant",21
3259,"Ishai, Ojutai Dragonspeaker // Siani, Eye of the Storm",21
3260,"Ishai, Ojutai Dragonspeaker // Tormod, the Desecrator",21
3261,"Lae'zel, Vlaakith's Champion // Acolyte of Bahamut",21
3262,"Akiri, Line-Slinger // Ishai, Ojutai Dragonspeaker",21
3263,"Ikra Shidiqi, the Usurper // Kydele, Chosen of Kruphix",21
3264,"Renari, Merchant of Marvels // Clan Crafter",21
3265,"Safana, Calimport Cutthroat // Clan Crafter",21
3266,Grandmother Sengir,20
